idade,tempo_associado_anos,renda_mensal,valor_operacao,prazo_meses,comprometimento_renda,score_bureau,atrasos_12m,possui_garantia,canal_digital,qtd_operacoes_ativas,risco_alto
28.6,3.64,2711.87,18621.26,15,0.429,405.0,0,1,1,0,0
47.4,7.59,2326.44,2703.36,15,0.073,942.0,0,0,1,7,0
42.7,2.34,9225.52,6220.78,42,0.016,603.0,0,1,0,4,1
48.6,1.77,3209.2,826.56,55,0.01,805.0,0,1,0,3,0
39.7,2.89,8713.54,11751.0,64,0.021,780.0,1,1,1,3,0
45.3,3.75,1526.73,1487.73,7,0.122,598.0,0,0,0,7,0
43.9,3.02,4380.87,22413.75,29,0.171,607.0,1,1,1,2,0
51.3,3.17,10291.72,23492.87,16,0.134,550.0,0,0,0,1,1
51.7,4.33,3348.82,5287.34,17,0.088,744.0,0,1,1,1,0
22.6,0.13,2849.21,12953.85,64,0.07,599.0,1,0,1,1,0
18.0,18.82,1733.22,6664.91,55,0.069,552.0,0,0,1,0,0
54.0,3.03,5974.7,10074.04,22,0.073,714.0,1,1,0,4,0
56.3,3.9,2156.9,2885.54,29,0.045,542.0,2,0,0,1,0
29.8,7.69,3127.08,14189.3,78,0.057,611.0,0,0,1,1,0
19.7,2.89,1670.74,1849.99,50,0.022,663.0,0,0,1,0,0
43.2,5.08,7756.54,1560.97,24,0.01,573.0,0,0,1,2,0
53.2,17.3,6217.9,7260.94,78,0.015,591.0,0,1,0,3,0
63.6,4.21,3237.73,6700.12,21,0.094,834.0,0,1,1,3,0
48.2,8.64,1746.24,10353.41,28,0.204,625.0,0,0,0,1,0
37.5,5.94,7667.52,4516.28,60,0.01,607.0,1,1,1,3,0
31.3,2.96,2693.88,44228.4,45,0.357,629.0,0,1,1,1,0
42.1,3.42,1793.88,9363.22,11,0.435,705.0,0,1,0,4,0
38.4,1.0,1400.0,9992.54,68,0.103,526.0,0,0,0,4,0
29.8,4.13,2309.34,9677.03,23,0.175,701.0,0,0,1,2,0
66.6,3.11,1480.22,19982.63,59,0.225,681.0,0,0,1,3,0
63.4,2.55,2338.93,13608.03,32,0.176,435.0,0,1,1,3,0
55.6,1.03,4961.31,12062.01,64,0.037,865.0,0,1,1,3,0
30.9,3.21,2679.89,15715.23,76,0.076,825.0,1,1,1,4,0
52.3,11.36,4006.33,1568.46,66,0.01,554.0,1,0,0,0,0
49.7,1.0,2213.14,1622.68,77,0.01,515.0,0,1,1,1,0
47.3,3.69,3414.69,7566.96,48,0.045,677.0,0,0,1,6,0
57.0,1.5,9475.79,6782.45,11,0.06,479.0,1,1,1,3,0
49.6,1.93,2719.85,13654.56,47,0.105,814.0,0,0,1,1,0
50.9,0.17,4070.15,8250.39,41,0.048,594.0,1,1,1,2,0
49.6,10.04,1400.0,13679.84,62,0.155,845.0,0,1,0,4,0
46.1,0.61,7601.18,2641.14,25,0.013,551.0,1,0,1,0,0
20.6,3.69,2533.95,8025.1,60,0.052,637.0,1,1,0,3,0
43.0,3.82,5871.08,2423.7,40,0.01,802.0,1,1,1,2,0
35.3,4.89,3078.66,11477.82,58,0.063,611.0,3,0,1,3,0
26.6,0.9,4611.78,1494.49,38,0.01,683.0,1,0,1,1,0
62.2,7.77,4765.02,11086.45,35,0.065,781.0,0,1,0,2,0
62.7,2.24,2568.71,2160.08,22,0.037,583.0,0,0,1,3,0
58.3,2.87,6006.21,5737.76,70,0.013,499.0,0,0,0,3,0
45.1,0.78,2170.16,18132.02,11,0.696,475.0,0,1,1,4,0
58.2,1.04,5053.64,9943.18,24,0.079,720.0,1,0,0,3,0
42.1,0.28,2658.15,1842.55,39,0.017,697.0,1,1,1,2,0
44.4,0.1,3992.84,4424.2,18,0.058,777.0,3,1,1,3,0
28.9,9.92,2555.25,2098.04,77,0.011,617.0,0,0,0,1,0
46.8,0.17,3386.28,1762.9,32,0.016,478.0,0,1,1,0,0
42.7,2.99,1824.24,9008.26,24,0.198,368.0,3,0,1,1,1
26.4,11.91,3775.0,13416.87,25,0.137,994.0,2,0,0,1,0
41.4,3.2,3375.52,12046.69,20,0.17,713.0,1,1,0,0,0
41.0,0.76,2447.73,13937.86,57,0.098,666.0,0,1,0,2,0
63.6,12.34,3196.25,8016.68,43,0.057,683.0,0,0,1,2,0
52.7,6.31,3546.45,6335.66,24,0.071,478.0,0,1,1,2,0
42.1,0.1,2347.26,3084.79,74,0.018,555.0,2,1,1,3,0
45.0,7.58,3069.23,5453.04,57,0.031,859.0,0,0,1,2,0
42.5,6.08,1894.95,2467.07,37,0.034,729.0,0,0,1,2,0
39.6,9.12,11969.93,3787.08,46,0.01,558.0,1,0,1,1,0
29.0,5.28,5898.87,8778.27,57,0.026,503.0,0,1,1,3,0
40.2,1.15,3828.4,7287.93,17,0.106,588.0,0,0,1,2,0
33.0,5.38,6277.09,127804.27,69,0.291,612.0,1,0,1,4,0
27.0,6.27,1400.0,2413.38,26,0.064,896.0,2,0,1,0,0
48.1,8.13,1400.0,7240.25,8,0.575,627.0,0,1,1,1,1
46.7,2.53,2644.9,2249.9,46,0.018,507.0,0,0,1,4,0
20.6,2.88,1543.47,5715.82,74,0.049,643.0,0,0,0,0,0
40.5,3.78,2892.47,5929.03,63,0.032,682.0,0,0,1,5,0
53.9,3.42,3689.0,17333.43,30,0.152,496.0,0,0,1,4,0
54.7,2.89,5465.59,5406.19,37,0.026,698.0,0,0,0,2,0
54.3,1.64,1761.56,6821.35,52,0.073,795.0,1,1,1,3,0
42.5,0.84,4104.33,5501.16,24,0.054,667.0,1,1,1,1,0
31.9,5.34,3320.65,2296.3,69,0.01,554.0,0,0,0,2,0
29.0,7.66,3988.34,4505.74,29,0.038,587.0,0,1,0,2,0
46.1,3.61,2475.32,5745.99,22,0.101,451.0,0,0,0,2,0
46.6,3.34,7049.59,8659.77,13,0.088,634.0,0,1,0,0,1
57.4,13.65,3112.15,13400.57,60,0.071,687.0,2,0,0,3,1
55.2,5.91,8741.18,6560.77,7,0.094,542.0,0,1,1,5,0
40.4,3.13,2133.0,6457.78,68,0.044,883.0,0,1,1,2,0
27.1,2.63,4957.0,1722.05,81,0.01,745.0,1,1,1,3,1
38.2,2.34,3188.11,13170.85,14,0.275,435.0,0,0,1,5,0
44.6,4.24,2751.06,4331.6,13,0.112,437.0,2,0,0,4,0
39.6,4.24,4664.67,15873.57,78,0.043,532.0,0,1,1,2,0
35.1,7.9,2794.63,26497.24,15,0.593,839.0,0,0,0,2,0
45.0,1.2,1400.0,6842.28,37,0.129,757.0,0,0,1,1,0
36.0,8.08,1400.0,3226.07,73,0.031,845.0,1,0,1,1,0
34.5,5.69,6633.13,7982.22,16,0.071,651.0,0,0,0,2,0
45.7,2.1,6481.08,11090.36,57,0.03,625.0,1,0,1,2,0
37.2,1.46,9302.49,6099.93,35,0.018,500.0,1,0,1,0,0
44.9,5.64,3262.86,4877.39,40,0.036,692.0,0,1,1,2,0
45.3,3.62,1618.17,13455.98,78,0.105,626.0,0,0,1,2,0
28.3,0.83,2615.55,12680.5,56,0.085,622.0,1,0,1,2,0
36.2,2.93,3315.23,5933.32,30,0.058,844.0,0,0,0,1,0
59.3,6.11,1893.4,1828.66,78,0.012,635.0,2,1,0,0,0
28.1,5.98,8157.69,12218.91,51,0.029,810.0,1,0,0,2,0
18.0,4.18,11290.61,4061.9,13,0.026,459.0,1,1,0,2,0
19.7,5.87,4285.77,9827.18,36,0.062,973.0,0,1,0,2,0
42.3,4.65,3274.84,9283.94,25,0.109,605.0,0,1,1,3,0
42.4,4.16,1616.1,1480.22,56,0.016,735.0,0,0,0,2,1
40.6,1.58,7712.04,8716.5,73,0.015,754.0,0,1,0,3,0
56.6,6.3,3435.68,12875.47,9,0.375,590.0,0,0,1,3,0
18.0,3.5,2810.06,14377.75,66,0.076,748.0,0,0,1,5,1
46.8,7.34,4292.59,9005.85,77,0.027,755.0,2,0,0,2,0
60.7,5.67,2387.16,1367.22,83,0.01,564.0,1,1,0,3,0
28.5,0.18,3571.64,25575.06,57,0.123,566.0,0,0,0,2,0
37.4,2.95,1490.17,11730.18,30,0.254,655.0,0,0,1,3,1
33.0,2.25,5990.31,2743.56,17,0.025,636.0,0,1,0,3,0
31.3,1.61,3110.61,3987.87,79,0.016,817.0,0,0,1,2,0
38.1,4.24,6231.3,9977.64,38,0.041,734.0,1,0,0,2,0
59.1,1.42,2949.45,14940.12,32,0.153,642.0,0,1,0,2,1
64.0,0.83,3056.7,5223.03,63,0.027,723.0,0,1,0,1,0
38.0,0.85,1691.25,17034.11,61,0.162,404.0,0,1,0,3,0
64.9,0.98,5003.37,1614.06,69,0.01,576.0,1,0,1,2,1
42.4,4.07,2035.08,3170.95,74,0.021,685.0,1,0,0,3,0
63.0,13.63,2521.14,1264.05,74,0.01,784.0,0,0,0,5,0
40.9,1.93,3296.37,3613.15,19,0.055,674.0,0,1,1,3,0
43.6,8.47,3521.61,31485.09,19,0.447,825.0,1,0,1,2,0
46.4,0.97,1400.0,51638.46,22,1.5,754.0,0,0,0,2,0
80.0,2.04,2901.71,10007.91,54,0.063,591.0,0,0,1,0,0
52.2,8.41,5101.94,4561.53,51,0.017,633.0,1,0,1,1,0
33.5,5.87,2675.56,6637.72,72,0.034,699.0,1,0,0,3,0
53.6,6.01,2911.42,12406.87,71,0.059,596.0,0,0,1,6,0
37.7,7.31,3602.28,1984.89,69,0.01,834.0,0,0,1,1,0
36.1,13.91,3073.96,4840.39,12,0.121,517.0,0,0,0,3,0
52.9,5.36,1869.11,29478.13,60,0.259,688.0,0,0,1,4,1
42.4,0.72,3229.26,3161.69,72,0.013,738.0,1,0,0,5,0
45.3,7.67,5691.56,4129.36,82,0.01,612.0,0,0,1,1,0
42.2,6.91,1847.99,8199.88,32,0.134,585.0,0,1,0,5,0
46.0,8.03,2681.24,10454.92,66,0.058,641.0,0,0,1,3,0
47.1,1.74,1540.87,4616.98,37,0.079,747.0,1,0,0,3,0
18.8,3.86,5528.99,8684.26,18,0.083,590.0,1,0,0,4,0
50.0,0.37,3131.3,14004.66,32,0.136,522.0,0,0,0,1,0
30.2,1.74,2063.98,47349.27,25,0.882,788.0,1,0,1,1,0
24.7,2.89,3465.96,7232.79,77,0.027,698.0,1,0,1,4,0
41.3,2.24,1699.38,7807.44,19,0.23,771.0,0,0,1,6,1
43.0,7.86,1866.05,32038.93,16,1.01,741.0,1,1,1,2,0
33.7,2.18,1475.76,4943.11,51,0.064,912.0,2,1,1,2,0
52.0,21.65,1832.2,2460.41,50,0.026,784.0,0,0,0,3,0
25.9,1.87,6950.27,10149.95,49,0.029,563.0,1,0,1,2,0
37.1,3.5,2201.26,21344.67,17,0.539,706.0,1,1,1,2,1
35.0,0.36,4257.44,11214.27,44,0.059,583.0,0,0,1,3,0
41.4,4.12,2079.81,7425.58,78,0.045,596.0,0,1,0,0,0
45.3,2.34,5002.75,2200.51,13,0.031,480.0,2,1,0,1,0
29.9,18.11,1873.67,7688.4,68,0.059,616.0,0,0,1,1,0
50.7,3.4,3366.32,24583.71,15,0.456,715.0,0,0,1,2,1
42.8,0.37,3391.64,2668.56,24,0.031,642.0,0,0,1,3,0
19.3,0.49,11852.49,6501.11,76,0.01,518.0,0,1,0,3,0
18.5,0.41,4659.83,5717.37,29,0.041,467.0,0,0,0,0,0
41.9,1.89,2377.73,4324.56,46,0.039,903.0,1,1,1,4,0
39.3,1.67,4801.95,10128.72,35,0.059,689.0,0,0,1,2,0
40.8,16.47,10678.59,12075.99,53,0.021,551.0,1,1,0,2,0
41.7,0.92,1400.0,11962.65,37,0.225,705.0,1,1,0,1,0
44.7,5.12,2072.76,3363.95,40,0.04,913.0,0,0,1,3,0
53.4,2.42,2892.01,1842.01,69,0.01,724.0,1,0,1,5,0
28.7,5.34,2619.14,10261.45,49,0.078,316.0,1,0,1,2,1
27.9,1.69,2743.48,5139.3,50,0.037,968.0,0,1,0,1,0
28.9,0.3,1607.88,42382.09,68,0.382,428.0,1,1,1,3,0
45.5,1.09,7130.78,44181.38,39,0.155,625.0,1,0,0,2,0
56.9,2.04,1506.53,48611.76,70,0.454,514.0,0,1,0,5,0
36.8,10.57,2950.95,3476.91,62,0.019,561.0,0,0,0,3,0
18.0,5.88,5855.91,13526.85,74,0.031,684.0,1,0,0,2,0
21.6,1.14,3240.23,17744.97,41,0.13,401.0,1,1,1,1,0
32.0,2.87,1922.41,16034.83,49,0.167,639.0,0,0,0,3,0
35.3,1.78,1569.05,5890.18,16,0.221,788.0,0,1,0,2,0
37.1,0.11,2903.0,25623.07,14,0.588,549.0,2,0,0,0,1
42.5,0.75,2172.5,8106.55,14,0.249,483.0,0,0,1,0,0
38.3,6.09,3688.14,9093.32,55,0.044,633.0,1,0,1,3,0
54.6,4.36,1524.16,2030.32,31,0.042,609.0,1,0,0,0,0
33.9,2.33,5152.15,14476.59,28,0.097,579.0,0,0,1,5,0
31.7,5.21,3510.64,6410.1,53,0.034,507.0,1,1,0,0,0
47.7,8.46,3657.04,12311.65,37,0.089,712.0,0,0,1,3,0
23.6,8.12,7277.86,10012.63,16,0.081,721.0,0,0,1,1,0
46.7,0.67,2589.48,9536.13,49,0.074,522.0,0,0,0,4,0
43.2,12.06,2210.12,7776.47,48,0.072,539.0,1,0,0,1,0
40.2,0.85,2437.5,16447.68,16,0.397,666.0,0,0,0,1,0
61.1,6.4,2963.45,6775.01,27,0.082,534.0,0,1,1,4,0
34.5,0.52,3133.7,2187.08,24,0.028,671.0,0,1,1,1,0
66.7,1.11,2086.23,13521.82,60,0.106,826.0,0,0,1,1,0
39.3,6.56,1400.0,3912.36,25,0.107,643.0,0,0,0,4,0
26.7,1.58,2419.92,2460.61,8,0.113,504.0,0,0,1,0,0
42.8,1.52,4015.45,3229.17,26,0.03,697.0,0,0,1,3,0
29.1,12.81,3550.85,10456.71,42,0.068,629.0,1,1,1,0,0
33.0,0.82,6372.55,7428.9,66,0.017,632.0,0,0,0,2,0
46.8,4.48,9657.77,1188.66,10,0.011,707.0,1,1,0,2,0
48.7,8.67,5002.2,5737.1,74,0.015,733.0,0,0,1,3,0
34.5,4.38,7047.2,23209.29,31,0.103,654.0,1,1,0,2,0
53.8,2.49,5022.71,5398.27,32,0.033,643.0,0,1,1,2,0
55.9,0.11,8437.53,6981.86,7,0.103,898.0,0,1,1,0,0
59.2,5.54,9117.67,20716.64,27,0.081,794.0,1,1,1,1,0
48.4,5.47,5558.82,16579.8,42,0.069,750.0,1,0,0,3,0
58.4,4.13,4858.62,20324.37,54,0.076,666.0,0,1,1,1,0
19.4,3.98,2942.82,668.28,65,0.01,529.0,0,0,1,0,0
38.2,5.8,3220.41,38567.71,46,0.255,785.0,1,0,0,1,0
31.6,0.76,2735.83,14368.02,13,0.375,667.0,2,0,0,1,0
43.4,2.23,4636.38,74260.08,36,0.433,581.0,0,0,0,4,1
35.1,10.51,2216.77,4007.43,63,0.028,621.0,0,1,0,3,0
40.0,0.35,2965.77,1657.22,55,0.01,534.0,1,0,0,1,0
64.6,14.73,1400.0,8155.9,51,0.112,777.0,0,0,1,3,0
40.0,7.04,8498.96,6324.36,45,0.016,732.0,1,0,0,2,0
47.0,2.07,2918.25,14593.01,45,0.109,672.0,2,1,1,4,0
39.2,3.21,4232.59,21320.74,83,0.06,645.0,0,1,1,1,0
42.9,5.94,7345.06,7490.83,52,0.019,568.0,0,1,0,1,1
42.1,0.4,3886.1,6524.78,52,0.032,394.0,1,0,1,3,0
47.4,3.61,7290.95,12970.69,32,0.054,480.0,1,0,1,2,0
56.0,4.7,1664.11,6433.69,44,0.086,561.0,0,0,1,1,0
61.8,8.02,12314.8,5967.1,61,0.01,543.0,1,0,0,4,1
45.7,8.8,5990.38,20607.73,72,0.047,685.0,1,1,0,6,0
49.1,14.05,3696.2,25179.87,66,0.102,747.0,0,1,1,4,0
28.2,3.67,7214.11,21494.87,57,0.051,635.0,0,0,1,3,0
40.9,9.44,1732.38,6964.58,66,0.06,819.0,0,0,0,3,0
53.3,1.44,2810.91,1181.09,8,0.047,556.0,1,1,0,6,1
52.4,3.85,7290.58,7091.23,27,0.035,634.0,0,0,1,4,0
44.5,5.0,1400.0,4096.21,24,0.117,644.0,0,1,1,5,0
52.6,2.82,4483.91,7210.17,57,0.028,781.0,1,0,0,3,0
47.9,4.36,4414.71,4429.39,64,0.015,663.0,2,0,1,2,1
56.4,11.53,9731.02,7953.24,17,0.045,666.0,0,0,0,5,0
45.5,5.22,1400.0,3180.05,21,0.103,451.0,0,0,1,3,1
37.7,3.33,7984.82,2558.96,44,0.01,542.0,0,1,0,3,0
46.0,10.87,2421.86,24353.29,81,0.123,782.0,1,0,0,0,0
18.0,11.81,2576.39,3385.67,6,0.188,401.0,0,0,0,2,0
46.6,4.11,1682.27,8105.5,74,0.064,811.0,1,1,0,3,1
18.0,3.24,1811.08,19130.96,21,0.48,710.0,1,0,1,1,0
21.3,8.25,4113.12,18451.0,26,0.166,560.0,1,0,1,3,0
47.4,13.32,1786.86,16570.24,55,0.166,550.0,2,1,1,0,1
47.7,2.73,4950.07,10642.17,62,0.034,878.0,0,0,0,3,0
28.1,2.95,2287.85,15546.69,74,0.091,819.0,1,1,0,1,0
33.5,8.7,1690.59,27883.19,6,1.5,636.0,0,0,1,1,1
58.4,3.41,2464.4,11878.92,9,0.482,666.0,1,1,0,2,1
36.2,3.54,3964.71,1550.79,43,0.01,572.0,1,0,1,3,0
68.9,5.28,2828.37,5035.76,49,0.036,666.0,1,0,1,3,0
42.0,0.71,3357.04,15164.81,26,0.167,569.0,0,1,1,2,0
46.9,4.3,4831.51,4608.3,55,0.017,641.0,1,0,0,2,0
61.4,0.47,5974.95,34825.16,26,0.216,867.0,0,0,1,1,0
43.6,0.41,2777.89,7655.18,78,0.035,639.0,1,0,1,4,0
30.0,7.29,1855.07,8749.26,19,0.236,524.0,0,0,0,0,0
40.7,4.08,3435.27,22298.39,57,0.112,486.0,0,0,1,2,0
41.6,0.1,4267.82,6873.54,47,0.034,665.0,0,0,1,2,0
25.6,3.97,1475.28,9496.22,14,0.429,559.0,0,0,1,5,0
38.9,4.7,2018.61,18200.62,53,0.167,680.0,0,1,1,1,0
33.1,1.04,2218.19,2153.73,17,0.054,456.0,0,1,1,2,0
53.1,1.04,2938.63,6268.12,48,0.044,733.0,2,1,1,2,0
42.4,0.44,2167.72,17089.82,55,0.141,523.0,3,0,0,4,1
38.6,2.77,4860.38,8595.9,11,0.147,656.0,1,0,0,2,0
40.7,4.99,1400.0,30351.48,22,0.943,609.0,0,0,0,4,1
44.7,16.88,1400.0,1961.9,29,0.047,856.0,0,0,1,3,0
49.4,1.3,2741.78,1770.47,78,0.01,671.0,0,0,1,4,0
30.0,4.97,2991.08,16199.21,23,0.226,883.0,0,1,1,1,0
29.5,2.58,1480.22,17662.99,77,0.153,717.0,1,1,1,1,0
55.3,4.64,2359.7,6809.51,47,0.06,821.0,0,0,0,2,0
37.1,6.75,2642.36,11618.51,79,0.055,625.0,0,0,1,1,0
25.0,2.4,2653.64,15846.22,70,0.084,691.0,1,0,0,0,0
47.3,0.45,3581.49,3895.29,28,0.038,796.0,0,0,0,3,0
47.6,7.54,2289.6,4289.12,49,0.037,759.0,2,0,1,5,0
23.6,3.67,7426.5,9611.87,61,0.021,714.0,1,1,0,4,0
44.8,11.52,4309.22,18282.14,12,0.326,611.0,1,0,1,1,0
50.8,1.03,2113.47,2837.39,57,0.023,631.0,1,0,0,3,1
46.5,0.7,3470.25,6780.78,41,0.047,787.0,1,1,0,0,0
49.6,0.91,3527.02,6504.09,8,0.205,812.0,0,1,1,3,0
25.1,20.36,6425.93,11803.64,73,0.025,579.0,1,1,1,3,0
46.0,9.16,2367.97,8039.9,26,0.126,561.0,0,0,1,1,0
38.4,1.52,5024.27,4957.74,74,0.013,542.0,1,0,0,2,0
36.2,1.83,3371.19,24927.06,22,0.321,750.0,1,1,1,2,0
52.4,4.93,7482.79,4987.39,48,0.014,538.0,0,1,0,1,0
59.8,2.81,6700.85,6229.89,34,0.027,748.0,1,1,1,4,0
63.5,1.66,3671.44,1934.59,75,0.01,715.0,1,0,0,1,0
57.8,1.96,2851.91,4263.04,80,0.018,585.0,1,1,1,1,0
40.7,10.36,4353.06,12893.37,66,0.044,838.0,2,0,0,1,0
46.2,5.58,2983.2,10813.4,71,0.05,475.0,0,0,0,6,0
51.2,10.42,8301.31,13898.9,65,0.025,849.0,2,0,1,7,0
43.5,13.25,3439.77,13304.85,28,0.133,688.0,1,0,1,0,0
43.6,5.34,2635.68,53047.48,77,0.258,401.0,1,0,0,1,0
51.9,4.94,2558.59,4133.7,47,0.034,841.0,0,0,0,0,0
41.3,0.8,1690.59,1886.58,32,0.034,767.0,2,1,0,1,0
33.2,3.61,4474.31,3147.94,20,0.034,599.0,1,1,1,1,1
37.0,1.81,2098.53,4301.48,61,0.033,534.0,0,0,0,4,0
49.6,12.41,6026.86,3371.48,27,0.02,462.0,1,1,0,3,1
42.0,1.64,1617.9,8815.75,56,0.096,940.0,2,0,0,6,0
46.1,2.03,3533.28,25018.96,11,0.59,539.0,0,0,1,0,1
50.0,12.74,6201.97,32392.86,55,0.093,498.0,0,1,1,1,0
37.5,19.48,1400.0,12757.54,56,0.16,682.0,1,0,0,0,0
51.1,4.98,9997.06,55667.12,46,0.118,453.0,0,0,0,2,0
46.5,4.14,2607.36,5879.72,57,0.039,532.0,0,1,0,3,1
27.2,1.69,3560.31,1864.47,83,0.01,769.0,0,0,0,3,0
59.3,7.33,4511.1,20907.44,71,0.064,706.0,0,0,1,3,0
36.0,3.46,4911.68,1548.85,40,0.01,604.0,1,1,0,1,0
22.1,3.81,3830.06,4107.2,73,0.014,652.0,2,1,0,4,1
29.5,3.35,5701.94,12940.29,80,0.028,597.0,1,0,0,1,0
29.7,3.22,4383.0,7389.81,18,0.089,643.0,0,1,0,1,0
42.6,1.66,8677.46,6823.6,33,0.023,559.0,0,0,1,3,1
38.7,21.0,4390.86,2799.76,63,0.01,580.0,1,0,1,2,0
38.0,6.66,9706.49,8024.69,46,0.018,577.0,0,0,0,2,0
49.4,20.35,5407.78,19996.17,16,0.218,563.0,1,0,0,3,0
46.1,22.56,1400.0,8250.02,42,0.137,775.0,1,1,1,3,0
45.8,2.33,13850.91,3838.35,35,0.01,742.0,1,1,0,2,0
46.9,3.32,2402.13,2636.52,63,0.017,538.0,0,0,1,3,0
49.4,7.65,7499.18,3910.28,46,0.011,507.0,1,0,1,5,0
18.0,2.04,3343.38,11534.53,16,0.203,631.0,1,0,0,4,0
37.6,12.8,5905.27,11039.58,9,0.187,909.0,0,1,0,1,0
18.0,3.21,2255.97,3942.39,28,0.06,527.0,0,0,0,3,0
42.4,2.23,4647.85,1108.01,18,0.013,631.0,2,1,0,1,0
41.9,2.69,2866.21,11825.48,74,0.055,661.0,1,0,1,1,0
54.5,0.39,7851.44,3612.17,27,0.016,637.0,0,0,1,5,0
56.3,1.82,4193.4,15065.4,55,0.064,595.0,1,1,0,2,0
44.4,20.27,5512.47,4103.11,15,0.047,789.0,1,1,1,1,0
36.0,2.68,1400.0,3330.54,40,0.058,705.0,0,0,0,2,0
47.8,2.37,3143.01,9300.79,78,0.037,751.0,1,0,1,2,0
35.7,4.5,4129.05,67638.28,56,0.287,721.0,1,1,1,1,0
42.0,4.29,3725.62,15900.84,28,0.147,757.0,1,1,1,0,0
53.8,0.62,5589.45,9159.96,64,0.025,840.0,1,1,0,3,0
35.3,5.36,2693.92,11192.13,45,0.09,810.0,0,1,0,0,0
51.7,0.6,3384.06,1675.72,24,0.02,929.0,1,1,1,3,0
50.1,1.14,6308.64,2950.98,83,0.01,796.0,0,0,1,0,0
30.5,0.3,1400.0,845.7,79,0.01,570.0,1,0,1,1,0
53.7,7.67,4555.74,38441.25,50,0.165,752.0,1,0,0,3,1
50.4,6.3,2741.78,32037.02,8,1.298,735.0,0,1,1,2,0
43.2,2.17,1994.65,11539.56,38,0.148,880.0,1,0,0,0,0
32.9,5.42,3964.36,9150.86,46,0.049,534.0,1,0,0,0,0
31.7,11.14,6471.08,2005.34,78,0.01,717.0,0,1,1,0,1
35.5,0.94,5834.41,6651.72,63,0.018,568.0,0,0,0,1,0
48.5,2.38,3058.52,40666.21,23,0.554,712.0,0,1,0,2,0
30.5,0.55,5332.94,9120.45,45,0.037,624.0,0,0,1,1,0
47.3,0.1,5310.48,4874.72,20,0.044,708.0,0,1,1,2,0
27.1,0.86,3139.9,1665.26,42,0.012,481.0,0,0,1,0,1
39.6,5.01,2250.27,28064.91,47,0.26,745.0,0,0,0,2,0
43.3,3.97,2323.02,7607.76,45,0.071,675.0,0,0,0,3,1
71.3,2.63,5222.96,1667.26,39,0.01,668.0,0,0,0,1,0
25.5,4.43,3218.98,3526.85,40,0.027,884.0,0,1,0,5,0
59.7,9.42,1853.07,2566.29,68,0.02,604.0,0,1,0,6,0
43.8,4.19,1400.0,7197.08,45,0.112,691.0,0,0,1,4,0
46.9,6.94,5205.69,9765.44,9,0.188,662.0,0,0,1,4,0
43.4,3.19,2438.83,5151.82,63,0.033,674.0,0,1,0,2,0
47.3,0.23,3950.96,16306.87,54,0.075,917.0,0,0,0,1,0
40.2,2.66,6514.85,8698.64,60,0.022,658.0,1,1,1,3,0
59.4,9.79,1603.74,21080.02,61,0.212,582.0,0,0,1,0,0
36.5,4.58,3213.69,5875.38,19,0.091,875.0,1,0,1,1,0
55.6,22.78,2999.25,125591.9,81,0.511,613.0,0,0,1,0,0
34.3,4.98,4059.68,4875.41,83,0.014,457.0,3,0,0,6,1
41.3,8.19,6512.89,3593.94,17,0.031,561.0,1,1,0,6,0
29.1,9.03,1585.73,3217.4,23,0.085,500.0,0,1,0,2,0
47.5,3.85,4507.01,6701.95,25,0.057,434.0,1,1,1,0,0
59.3,3.23,5810.01,1724.03,81,0.01,606.0,0,1,0,0,0
41.1,5.0,2973.49,10562.94,78,0.045,642.0,0,1,1,6,1
39.6,8.79,3054.6,1458.59,26,0.018,792.0,1,1,1,2,1
28.6,6.96,4147.03,9372.21,55,0.04,726.0,1,1,0,2,0
39.2,6.58,3982.44,2401.56,24,0.024,720.0,1,1,0,0,0
22.9,0.88,4538.24,5749.31,8,0.141,543.0,1,0,0,1,0
31.0,2.6,4485.94,13961.88,23,0.13,756.0,0,0,1,4,0
44.7,6.07,1919.68,64449.29,12,1.5,817.0,0,0,1,1,1
57.8,3.26,5679.66,3071.13,72,0.01,697.0,0,0,0,3,0
75.7,12.65,6258.72,7077.77,67,0.017,701.0,0,0,0,3,0
35.0,0.3,3649.5,4224.34,20,0.055,498.0,1,0,1,2,0
59.2,1.86,1448.4,3703.81,50,0.05,777.0,1,0,1,2,0
44.9,0.26,3092.98,4257.87,22,0.06,864.0,0,0,1,2,0
40.2,1.75,3666.24,17011.75,50,0.091,689.0,3,1,1,4,0
47.2,0.1,1755.43,5222.6,75,0.039,579.0,2,1,1,3,0
42.7,20.5,2702.48,61351.9,74,0.303,631.0,0,0,0,1,0
43.3,5.0,1517.54,11782.63,70,0.109,600.0,1,1,1,3,0
37.1,4.37,4600.92,3264.92,24,0.028,607.0,1,1,0,3,0
25.2,4.51,3609.32,5825.3,20,0.077,728.0,0,1,0,4,0
23.5,1.96,1400.0,3937.64,18,0.148,684.0,1,0,1,2,1
49.8,0.99,3997.03,16648.27,15,0.26,770.0,0,0,1,1,1
38.7,5.44,3193.65,1854.0,53,0.011,695.0,1,0,0,1,0
34.8,0.74,4376.6,2423.93,57,0.01,546.0,1,1,0,0,0
42.1,0.27,2656.21,4758.12,74,0.024,590.0,1,1,0,1,0
51.5,2.18,2120.03,14982.71,13,0.505,582.0,1,1,1,4,1
44.2,4.65,2156.06,24581.62,26,0.422,628.0,0,1,0,2,0
34.1,0.49,2450.4,28070.88,62,0.182,865.0,0,1,0,3,0
